time,ref_price,bucket_width,buy_wall_price,buy_strength,buy_imbalance,buy_long,buy_short,buy_total,sell_wall_price,sell_strength,sell_imbalance,sell_long,sell_short,sell_total
2025-12-17T17:20:00Z,4335.59,0.5,4313.0,0.0909,0.0909,0.0909,0.0,0.0909,4356.0,0.1515,-0.1515,0.0,0.1515,0.1515
2025-12-17T17:40:00Z,4340.495,0.5,4347.0,0.0908,0.0908,0.0908,0.0,0.0908,4356.0,0.1513,-0.1513,0.0,0.1513,0.1513
2025-12-17T18:00:00Z,4342.58,0.5,4347.0,0.0907,0.0907,0.0907,0.0,0.0907,4356.0,0.1511,-0.1511,0.0,0.1511,0.1511
2025-12-17T18:20:00Z,4340.04,0.5,4347.0,0.0905,0.0905,0.0905,0.0,0.0905,4352.0,0.15080000000000002,-0.15080000000000002,0.0603,0.2111,0.27140000000000003
2025-12-17T18:40:00Z,4336.505,0.5,4347.0,0.1208,0.1208,0.1208,0.0,0.1208,4352.0,0.15109999999999998,-0.15109999999999998,0.0302,0.1813,0.2115
2025-12-17T19:00:00Z,4336.25,0.5,4313.0,0.121,0.121,0.121,0.0,0.121,4356.0,0.1512,-0.1512,0.0,0.1512,0.1512
2025-12-17T19:20:00Z,4337.48,0.5,4313.0,0.1203,0.1203,0.1203,0.0,0.1203,4350.0,0.21059999999999998,-0.21059999999999998,0.0602,0.2708,0.33099999999999996
2025-12-17T19:40:00Z,4339.03,0.5,4347.0,0.1197,0.1197,0.1197,0.0,0.1197,4356.0,0.1796,-0.1796,0.0,0.1796,0.1796
2025-12-17T20:00:00Z,4337.265,0.5,4313.0,0.1193,0.1193,0.1193,0.0,0.1193,4350.0,0.1491,-0.1491,0.0298,0.1789,0.2087
2025-12-17T20:20:00Z,4339.84,0.5,4331.5,0.1481,0.1481,0.1481,0.0,0.1481,4355.0,0.17770000000000002,-0.17770000000000002,0.0296,0.2073,0.2369
2025-12-17T20:40:00Z,4340.32,0.5,4331.5,0.177,0.177,0.177,0.0,0.177,4350.0,0.1475,-0.1475,0.0295,0.177,0.2065
2025-12-17T21:00:00Z,4341.49,0.5,4331.5,0.1759,0.1759,0.1759,0.0,0.1759,4355.0,0.1466,-0.1466,0.0293,0.1759,0.2052
2025-12-17T21:20:00Z,4345.25,0.5,4331.5,0.2039,0.2039,0.2039,0.0,0.2039,4352.0,0.1457,-0.1457,0.0291,0.1748,0.20390000000000003
2025-12-17T21:40:00Z,4340.91,0.5,4331.5,0.17470000000000002,0.17470000000000002,0.262,0.0873,0.3493,4352.0,0.1456,-0.1456,0.0291,0.1747,0.20379999999999998
2025-12-17T22:00:00Z,4337.83,0.5,4331.5,0.17479999999999998,0.17479999999999998,0.2622,0.0874,0.3496,4352.0,0.1457,-0.1457,0.0291,0.1748,0.20390000000000003
2025-12-17T22:20:00Z,4337.83,0.5,4331.5,0.17490000000000003,0.17490000000000003,0.2624,0.0875,0.3499,4352.0,0.1457,-0.1457,0.0292,0.1749,0.2041
2025-12-17T22:40:00Z,4337.83,0.5,4331.5,0.17490000000000003,0.17490000000000003,0.2624,0.0875,0.3499,4352.0,0.1457,-0.1457,0.0292,0.1749,0.2041
2025-12-17T23:00:00Z,4337.83,0.5,4331.5,0.17489999999999997,0.17489999999999997,0.2623,0.0874,0.3497,4352.0,0.14579999999999999,-0.14579999999999999,0.0291,0.1749,0.20400000000000001
2025-12-17T23:20:00Z,4337.825,0.5,4313.0,0.1164,0.1164,0.1164,0.0,0.1164,4327.5,0.1746,-0.1746,0.0,0.1746,0.1746
2025-12-17T23:40:00Z,4339.73,0.5,4347.0,0.1163,0.1163,0.1163,0.0,0.1163,4327.5,0.1744,-0.1744,0.0,0.1744,0.1744
